,ML,loss,Parameter Num,Const Parameter,Variable Parameter Num,Variable Parameter,SHAP Value,MAPE test (%),Leave One
0,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 8.707424145769908, 'Sum Absolute SHAP Value': 2612.2272437309725}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 48.05231811148236, 'Sum Absolute SHAP Value': 14415.695433444707}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.271177492864451, 'Sum Absolute SHAP Value': 81.3532478593353}]",12.21384,13th corei5 - RTX3060 Ti
1,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 1.870139454939708, 'Sum Absolute SHAP Value': 561.0418364819124}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 42.486597973957146, 'Sum Absolute SHAP Value': 12745.979392187144}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.6034029138386787, 'Sum Absolute SHAP Value': 181.0208741516036}]",12.6891,13th corei7 - GTX1080
2,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.790760599036282, 'Sum Absolute SHAP Value': 837.2281797108847}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 63.7161662919924, 'Sum Absolute SHAP Value': 19114.84988759772}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.5187830173189509, 'Sum Absolute SHAP Value': 155.6349051956853}]",31.09088,13th corei5 - GTX1650
3,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 6.237219003783432, 'Sum Absolute SHAP Value': 1871.1657011350296}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 77.79276363553271, 'Sum Absolute SHAP Value': 23337.829090659812}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.48219347543625046, 'Sum Absolute SHAP Value': 144.65804263087514}]",12.36161,1st Xeon Gold - RTX4070
4,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.18540622843274, 'Sum Absolute SHAP Value': 655.621868529822}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 58.60496105913367, 'Sum Absolute SHAP Value': 17581.488317740103}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 1.196961755182539, 'Sum Absolute SHAP Value': 359.08852655476164}]",3.17703,13th corei7 - RTX3050
5,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.2905536505405255, 'Sum Absolute SHAP Value': 687.1660951621576}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 43.02214260427574, 'Sum Absolute SHAP Value': 12906.642781282722}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.1374146473892688, 'Sum Absolute SHAP Value': 41.224394216780645}]",14.91618,13th corei5 - GTX1080
6,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 7.261471449009465, 'Sum Absolute SHAP Value': 2178.4414347028396}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 75.84568975663714, 'Sum Absolute SHAP Value': 22753.706926991144}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.33615633228704067, 'Sum Absolute SHAP Value': 100.8468996861122}]",14.70741,13th corei5 - RTX4070
7,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 10.519404801304455, 'Sum Absolute SHAP Value': 3155.8214403913366}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 47.20844696988744, 'Sum Absolute SHAP Value': 14162.534090966232}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.18588576196396583, 'Sum Absolute SHAP Value': 55.76572858918975}]",8.13882,13th corei7 - RTX3060 Ti
8,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 1.6381546087026917, 'Sum Absolute SHAP Value': 491.4463826108075}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 54.2892261519063, 'Sum Absolute SHAP Value': 16286.76784557189}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 1.2412485499704424, 'Sum Absolute SHAP Value': 372.37456499113273}]",3.61051,13th corei5 - RTX3050
9,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 44.913880322369295, 'Sum Absolute SHAP Value': 13474.164096710789}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 65.5935301377839, 'Sum Absolute SHAP Value': 19678.05904133517}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.19366302549377915, 'Sum Absolute SHAP Value': 58.098907648133746}]",23.95108,1st Xeon Gold - GTX1080
10,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 3.1153636617730727, 'Sum Absolute SHAP Value': 934.6090985319219}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 53.4907281605941, 'Sum Absolute SHAP Value': 16047.218448178231}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.34403605921427827, 'Sum Absolute SHAP Value': 103.21081776428348}]",20.59174,9th corei7 - RTX2080 Ti
11,lgb,rmse,6,"['Total Frames', 'Directory Size (MB)', 'Params']",3,"['T_CSMT', 'T_CSCO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 5.055177823769118, 'Sum Absolute SHAP Value': 1516.5533471307356}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 78.05563364748198, 'Sum Absolute SHAP Value': 23416.690094244594}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.3422713940187453, 'Sum Absolute SHAP Value': 102.68141820562359}]",17.04989,13th corei7 - RTX4070
12,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 8.930600346570605, 'Sum Absolute SHAP Value': 2679.180103971182}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 47.74215436124692, 'Sum Absolute SHAP Value': 14322.646308374076}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.09999679556271196, 'Sum Absolute SHAP Value': 29.99903866881359}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.2852331465975256, 'Sum Absolute SHAP Value': 85.56994397925767}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.5465425710938351, 'Sum Absolute SHAP Value': 163.96277132815052}]",11.32482,13th corei5 - RTX3060 Ti
13,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 1.8798421006040933, 'Sum Absolute SHAP Value': 563.952630181228}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 42.21073413921226, 'Sum Absolute SHAP Value': 12663.22024176368}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.08224354371147886, 'Sum Absolute SHAP Value': 24.67306311344366}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.4829336290924393, 'Sum Absolute SHAP Value': 144.8800887277318}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.1353668074877945, 'Sum Absolute SHAP Value': 40.61004224633835}]",12.5635,13th corei7 - GTX1080
14,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.716295651467107, 'Sum Absolute SHAP Value': 814.8886954401321}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 63.29308335685129, 'Sum Absolute SHAP Value': 18987.925007055386}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.15646838084064257, 'Sum Absolute SHAP Value': 46.94051425219277}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.44631132425468867, 'Sum Absolute SHAP Value': 133.8933972764066}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.3559836409617979, 'Sum Absolute SHAP Value': 106.79509228853938}]",31.21994,13th corei5 - GTX1650
15,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 6.426083096744923, 'Sum Absolute SHAP Value': 1927.8249290234771}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 77.82383688611398, 'Sum Absolute SHAP Value': 23347.151065834194}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.0, 'Sum Absolute SHAP Value': 0.0}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.5377116697467602, 'Sum Absolute SHAP Value': 161.31350092402806}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.4608327935089427, 'Sum Absolute SHAP Value': 138.2498380526828}]",12.54297,1st Xeon Gold - RTX4070
16,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.3597471655665903, 'Sum Absolute SHAP Value': 707.924149669977}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 58.209326948767554, 'Sum Absolute SHAP Value': 17462.798084630267}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.12971761303516124, 'Sum Absolute SHAP Value': 38.915283910548375}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 1.0971832513683781, 'Sum Absolute SHAP Value': 329.15497541051343}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.7756806557064984, 'Sum Absolute SHAP Value': 232.7041967119495}]",3.35899,13th corei7 - RTX3050
17,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.3746312505850344, 'Sum Absolute SHAP Value': 712.3893751755104}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 41.80012419978393, 'Sum Absolute SHAP Value': 12540.03725993518}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.11116754439643925, 'Sum Absolute SHAP Value': 33.35026331893177}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.22422293310359587, 'Sum Absolute SHAP Value': 67.26687993107876}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 2.7274459013654693, 'Sum Absolute SHAP Value': 818.2337704096408}]",13.62944,13th corei5 - GTX1080
18,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 6.844942128239771, 'Sum Absolute SHAP Value': 2053.4826384719313}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 75.67045171003474, 'Sum Absolute SHAP Value': 22701.13551301042}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.0, 'Sum Absolute SHAP Value': 0.0}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.3731889453115501, 'Sum Absolute SHAP Value': 111.95668359346503}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.47239158068998466, 'Sum Absolute SHAP Value': 141.7174742069954}]",15.43066,13th corei5 - RTX4070
19,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 9.986100091232123, 'Sum Absolute SHAP Value': 2995.830027369637}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 47.188298842038606, 'Sum Absolute SHAP Value': 14156.48965261158}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.10127239258154033, 'Sum Absolute SHAP Value': 30.3817177744621}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.25600654279306484, 'Sum Absolute SHAP Value': 76.80196283791945}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.4815460514933134, 'Sum Absolute SHAP Value': 144.46381544799402}]",9.26256,13th corei7 - RTX3060 Ti
20,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 1.6404839027573113, 'Sum Absolute SHAP Value': 492.1451708271934}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 53.74925578910351, 'Sum Absolute SHAP Value': 16124.776736731052}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.1426686411555806, 'Sum Absolute SHAP Value': 42.80059234667418}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 1.2201706241529575, 'Sum Absolute SHAP Value': 366.05118724588726}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.6007590002186682, 'Sum Absolute SHAP Value': 180.2277000656005}]",3.01907,13th corei5 - RTX3050
21,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 44.829802002353205, 'Sum Absolute SHAP Value': 13448.94060070596}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 65.623919127661, 'Sum Absolute SHAP Value': 19687.175738298298}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.12200559792720488, 'Sum Absolute SHAP Value': 36.601679378161464}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.11116545776269206, 'Sum Absolute SHAP Value': 33.34963732880762}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.08892149857583398, 'Sum Absolute SHAP Value': 26.676449572750194}]",24.68522,1st Xeon Gold - GTX1080
22,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 4.217216184094398, 'Sum Absolute SHAP Value': 1265.1648552283193}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 50.82589751600453, 'Sum Absolute SHAP Value': 15247.769254801358}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.0849137691905152, 'Sum Absolute SHAP Value': 25.474130757154562}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.20400137932047796, 'Sum Absolute SHAP Value': 61.20041379614339}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 3.4013949680948588, 'Sum Absolute SHAP Value': 1020.4184904284576}]",20.84769,9th corei7 - RTX2080 Ti
23,lgb,rmse,8,"['Total Frames', 'Directory Size (MB)', 'Params']",5,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO', 'T_CSAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 4.7427234344793545, 'Sum Absolute SHAP Value': 1422.8170303438064}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 77.55481741742791, 'Sum Absolute SHAP Value': 23266.445225228374}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.4450919469624693, 'Sum Absolute SHAP Value': 133.52758408874078}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.3244083155586069, 'Sum Absolute SHAP Value': 97.32249466758206}, {'Parameter': 'T_CSAO', 'Mean Absolute SHAP Value': 0.28843194944311124, 'Sum Absolute SHAP Value': 86.52958483293337}]",17.7591,13th corei7 - RTX4070
24,lgb,rmse,7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 8.79103416246116, 'Sum Absolute SHAP Value': 2637.3102487383485}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 48.2001609712883, 'Sum Absolute SHAP Value': 14460.048291386489}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.10213330129906772, 'Sum Absolute SHAP Value': 30.639990389720317}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.2862197847010941, 'Sum Absolute SHAP Value': 85.86593541032823}]",12.21839,13th corei5 - RTX3060 Ti
25,lgb,rmse,7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 1.7346576424305629, 'Sum Absolute SHAP Value': 520.3972927291688}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 42.493929081896766, 'Sum Absolute SHAP Value': 12748.17872456903}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.0905616365254916, 'Sum Absolute SHAP Value': 27.168490957647478}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.49160684513212155, 'Sum Absolute SHAP Value': 147.48205353963647}]",12.79492,13th corei7 - GTX1080
26,lgb,rmse,7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.678819037457776, 'Sum Absolute SHAP Value': 803.6457112373328}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 63.661752500434574, 'Sum Absolute SHAP Value': 19098.52575013037}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.14804817459967068, 'Sum Absolute SHAP Value': 44.414452379901206}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.4905051162578946, 'Sum Absolute SHAP Value': 147.1515348773684}]",31.28301,13th corei5 - GTX1650
27,lgb,rmse,7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 6.237219003783432, 'Sum Absolute SHAP Value': 1871.1657011350296}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 77.79276363553271, 'Sum Absolute SHAP Value': 23337.829090659812}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.0, 'Sum Absolute SHAP Value': 0.0}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.48219347543625046, 'Sum Absolute SHAP Value': 144.65804263087514}]",12.36161,1st Xeon Gold - RTX4070
28,lgb,rmse,7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.2526859292340258, 'Sum Absolute SHAP Value': 675.8057787702078}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 58.686720084847266, 'Sum Absolute SHAP Value': 17606.01602545418}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.12016297865457669, 'Sum Absolute SHAP Value': 36.048893596373006}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 1.2961727334808104, 'Sum Absolute SHAP Value': 388.85182004424314}]",3.20463,13th corei7 - RTX3050
29,lgb,rmse,7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 2.3237249573861964, 'Sum Absolute SHAP Value': 697.1174872158589}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 43.09626965833906, 'Sum Absolute SHAP Value': 12928.880897501718}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.1198756915012218, 'Sum Absolute SHAP Value': 35.962707450366544}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.12467182041094264, 'Sum Absolute SHAP Value': 37.40154612328279}]",14.85381,13th corei5 - GTX1080
30,lgb,rmse,7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['T_CSMT', 'T_CSCO', 'T_CSMO', 'T_SLAO']","[{'Parameter': 'T_CSMT', 'Mean Absolute SHAP Value': 7.261471449009465, 'Sum Absolute SHAP Value': 2178.4414347028396}, {'Parameter': 'T_CSCO', 'Mean Absolute SHAP Value': 75.84568975663714, 'Sum Absolute SHAP Value': 22753.706926991144}, {'Parameter': 'T_CSMO', 'Mean Absolute SHAP Value': 0.0, 'Sum Absolute SHAP Value': 0.0}, {'Parameter': 'T_SLAO', 'Mean Absolute SHAP Value': 0.33615633228704067, 'Sum Absolute SHAP Value': 100.8468996861122}]",14.70741,13th corei5 - RTX4070
