,Directory Name,Total Frames,Width,Height,Pixels,Directory Size (MB),Server Info,Model Name,Params,Categories,Inference Time (s),transfer_all,transfer_continuous,transfer_roundtrip,matrix_conv,matrix_convloop,matrix_dot,matrix_dotloop,matrix_add,matrix_addloop
341,frame2500_18,2500,360,640,230400,589.4090147018433,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,55.25701642036438,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
342,frame2500_19,2500,720,1280,921600,2667.2008714675903,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.4516921043396,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
343,frame2500_2,2500,720,1280,921600,2681.4116468429565,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.252115964889526,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
344,frame2500_3,2500,360,640,230400,850.7514562606812,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.85235929489136,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
345,frame2500_4,2500,720,1280,921600,3399.737826347351,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.43944001197815,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
346,frame2500_5,2500,360,640,230400,898.2702703475952,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.77248787879944,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
347,frame2500_6,2500,360,640,230400,974.457657814026,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,55.30121850967407,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
348,frame2500_7,2500,540,960,518400,2782.7661180496216,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.75064182281494,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
349,frame2500_8,2500,720,1280,921600,4043.290994644165,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.26978397369385,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
350,frame2500_9,2500,360,640,230400,758.8090829849243,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.876556634902954,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
351,frame3000_0,3000,360,640,230400,905.256414413452,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,66.24223828315735,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
352,frame3000_1,3000,720,1280,921600,4863.190195083618,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.13636565208435,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
353,frame3000_10,3000,360,640,230400,1485.8515892028809,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.91145515441895,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
354,frame3000_11,3000,360,640,230400,1938.386343002319,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.77341866493225,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
355,frame3000_12,3000,720,1280,921600,10298.69733428955,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.20524382591248,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
356,frame3000_13,3000,540,960,518400,4433.069942474365,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.74465799331665,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
357,frame3000_14,3000,360,640,230400,1156.8303203582764,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,66.6154100894928,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
358,frame3000_15,3000,720,1280,921600,4848.314455032349,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.28199076652527,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
359,frame3000_2,3000,360,640,230400,1054.5900554656982,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,66.24170303344727,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
360,frame3000_3,3000,360,640,230400,1039.3170471191406,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,66.24978566169739,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
361,frame3000_4,3000,720,1280,921600,4531.257173538208,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.11977672576904,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
362,frame3000_5,3000,540,960,518400,2610.4615926742554,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.88082909584045,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
363,frame3000_6,3000,360,640,230400,941.1938095092772,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,66.44167470932007,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
364,frame3000_7,3000,360,640,230400,1407.769700050354,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,66.14450979232788,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
365,frame3000_8,3000,360,640,230400,1004.7202472686768,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,66.44153237342834,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
366,frame3000_9,3000,720,1280,921600,2228.889018058777,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,65.51761794090271,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
367,frame3500_0,3500,720,1280,921600,5775.872780799866,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,75.86291527748108,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
368,frame3500_1,3500,720,1280,921600,4805.743712425232,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,75.77164769172668,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
369,frame3500_10,3500,360,640,230400,1050.0495433807373,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,77.1402440071106,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
370,frame3500_2,3500,720,1280,921600,5789.719665527344,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,75.91830062866211,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
371,frame3500_3,3500,720,1280,921600,5747.368581771851,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,76.0490083694458,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
372,frame3500_4,3500,540,960,518400,2238.873207092285,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,76.58898711204529,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
373,frame3500_5,3500,720,1280,921600,4769.266528129578,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,76.39195442199707,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
374,frame3500_6,3500,360,640,230400,1480.9324951171875,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,76.89392304420471,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
375,frame3500_7,3500,540,960,518400,3085.3826293945312,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,76.72830367088318,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
376,frame3500_8,3500,360,640,230400,1310.9215364456177,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,77.11710596084595,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
