,ML,loss,Input Num,Input,MAPE train(%),MAPE val(%),MAPE test(%),Leave One
407,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",17.8409,21.03841,7.45094,13th corei7 - RTX4070
408,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",48.1498,50.74547,99.64318,13th corei5 - RTX3060 Ti
409,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",52.51383,56.60798,21.45829,13th corei7 - GTX1080
410,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",47.61365,49.29127,48.43252,13th corei5 - GTX1650
411,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",45.34369,47.75998,110.56114,1th Xeon Gold - RTX4070
412,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",45.7708,48.48814,41.22151,13th corei7 - RTX3050
413,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",50.01325,52.00904,16.07456,13th corei5 - GTX1080
414,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",38.80127,40.14501,203.41863,13th corei5 - RTX4070
415,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",49.88881,48.73721,39.44455,13th corei7 - RTX3060 Ti
416,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",49.79163,49.30349,15.98021,13th corei5 - RTX3050
417,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",45.6999,45.99744,45.81375,1th Xeon Gold - GTX1080
418,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",51.97625,51.21429,5.4887,9th corei7 - RTX2080 Ti
419,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)']",42.14606,42.98318,142.11168,13th corei7 - RTX4070
420,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",9.88313,9.54421,103.04028,13th corei5 - RTX3060 Ti
421,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",15.24546,16.6743,21.7867,13th corei7 - GTX1080
422,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",16.55385,17.79957,49.58257,13th corei5 - GTX1650
423,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",15.87336,17.13978,22.64904,1th Xeon Gold - RTX4070
424,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",10.17502,12.33307,44.03112,13th corei7 - RTX3050
425,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",15.70992,17.81397,54.04027,13th corei5 - GTX1080
426,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",15.74874,17.82609,34.89633,13th corei5 - RTX4070
427,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",9.43011,11.81434,88.32968,13th corei7 - RTX3060 Ti
428,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",9.17082,10.0391,49.52921,13th corei5 - RTX3050
429,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",15.4051,17.80185,24.09636,1th Xeon Gold - GTX1080
430,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",15.14992,17.40567,112.28848,9th corei7 - RTX2080 Ti
431,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture']",15.12082,17.76335,11.74473,13th corei7 - RTX4070
432,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.81012,5.3453,16.13944,13th corei5 - RTX3060 Ti
433,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",3.70942,4.33853,17.06866,13th corei7 - GTX1080
434,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.93356,5.58748,33.26756,13th corei5 - GTX1650
435,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.63946,5.23641,23.56996,1th Xeon Gold - RTX4070
436,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",3.71338,4.47694,14.03117,13th corei7 - RTX3050
437,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",3.75417,4.58887,14.39876,13th corei5 - GTX1080
438,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.61548,5.36093,25.06735,13th corei5 - RTX4070
439,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.59771,5.25535,9.62049,13th corei7 - RTX3060 Ti
440,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.12177,4.73413,14.2126,13th corei5 - RTX3050
441,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.95516,5.5703,15.46083,1th Xeon Gold - GTX1080
442,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.90736,5.42819,22.46586,9th corei7 - RTX2080 Ti
443,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_core']",4.67202,5.16658,16.22181,13th corei7 - RTX4070
444,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",2.69227,3.31252,207.46867,13th corei5 - RTX3060 Ti
445,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",15.36454,19.63092,21.57174,13th corei7 - GTX1080
446,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",2.8702,3.43167,66.08274,13th corei5 - GTX1650
447,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",20.27853,23.85114,23.52712,1th Xeon Gold - RTX4070
448,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",19.89079,23.89198,13.68798,13th corei7 - RTX3050
449,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",21.98067,26.10752,16.17958,13th corei5 - GTX1080
450,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",21.03488,25.47023,64.4504,13th corei5 - RTX4070
451,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",22.75262,27.02606,81.90879,13th corei7 - RTX3060 Ti
452,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",19.9677,24.40016,6.87076,13th corei5 - RTX3050
453,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",22.33881,26.7001,15.66658,1th Xeon Gold - GTX1080
454,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",20.61147,25.17164,45.52041,9th corei7 - RTX2080 Ti
455,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_boost_clock(GHz)']",19.41365,24.46651,30.35576,13th corei7 - RTX4070
456,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",10.77397,10.71564,104.67986,13th corei5 - RTX3060 Ti
457,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",17.17874,19.46657,12.93879,13th corei7 - GTX1080
458,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",18.47255,20.44442,43.41495,13th corei5 - GTX1650
459,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",17.87993,19.69881,38.53395,1th Xeon Gold - RTX4070
460,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",16.15477,18.7224,29.18648,13th corei7 - RTX3050
461,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",15.56069,17.87538,21.20725,13th corei5 - GTX1080
462,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",17.59911,20.30298,35.6307,13th corei5 - RTX4070
463,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",11.79274,14.99969,76.51925,13th corei7 - RTX3060 Ti
464,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",16.31366,19.10052,23.78362,13th corei5 - RTX3050
465,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",17.72634,21.00404,18.4938,1th Xeon Gold - GTX1080
466,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",17.67834,20.83192,29.51925,9th corei7 - RTX2080 Ti
467,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'VRAM(GB)']",17.8409,21.03841,7.45094,13th corei7 - RTX4070
468,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",9.1516,8.94632,103.74665,13th corei5 - RTX3060 Ti
469,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",15.3021,16.80062,21.3293,13th corei7 - GTX1080
470,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",16.70966,17.9332,48.56839,13th corei5 - GTX1650
471,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",16.15692,17.22666,27.16466,1th Xeon Gold - RTX4070
472,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",10.24907,12.49293,43.92058,13th corei7 - RTX3050
473,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",15.20262,17.48731,25.42252,13th corei5 - GTX1080
474,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",15.07546,17.50833,38.54193,13th corei5 - RTX4070
475,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",9.60271,11.9801,88.13452,13th corei7 - RTX3060 Ti
476,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",9.19554,10.12873,49.51884,13th corei5 - RTX3050
477,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",15.21417,17.69054,23.22347,1th Xeon Gold - GTX1080
478,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",15.14992,17.40567,112.28848,9th corei7 - RTX2080 Ti
479,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture']",15.10474,17.80568,12.38859,13th corei7 - RTX4070
480,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.87925,5.42147,16.86808,13th corei5 - RTX3060 Ti
481,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",3.72753,4.35752,17.06897,13th corei7 - GTX1080
482,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.94487,5.58917,33.27125,13th corei5 - GTX1650
483,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.65531,5.26186,23.52886,1th Xeon Gold - RTX4070
484,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",3.71651,4.4697,13.98817,13th corei7 - RTX3050
485,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",3.72389,4.55436,14.40002,13th corei5 - GTX1080
486,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.61237,5.35262,24.52041,13th corei5 - RTX4070
487,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.57359,5.24411,9.43893,13th corei7 - RTX3060 Ti
488,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.02773,4.62673,14.17583,13th corei5 - RTX3050
489,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.9135,5.56173,15.4624,1th Xeon Gold - GTX1080
490,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.90736,5.42819,22.46586,9th corei7 - RTX2080 Ti
491,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_core']",4.70794,5.19272,16.2876,13th corei7 - RTX4070
492,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",2.69227,3.31252,207.46867,13th corei5 - RTX3060 Ti
493,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",15.36454,19.63092,21.57174,13th corei7 - GTX1080
494,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",2.8702,3.43167,66.08274,13th corei5 - GTX1650
495,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",20.27853,23.85114,23.52712,1th Xeon Gold - RTX4070
496,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",19.89079,23.89198,13.68798,13th corei7 - RTX3050
497,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",21.98067,26.10752,16.17958,13th corei5 - GTX1080
498,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",21.03488,25.47023,64.4504,13th corei5 - RTX4070
499,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",22.75262,27.02606,81.90879,13th corei7 - RTX3060 Ti
500,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",19.9677,24.40016,6.87076,13th corei5 - RTX3050
501,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",22.33881,26.7001,15.66658,1th Xeon Gold - GTX1080
502,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",20.61147,25.17164,45.52041,9th corei7 - RTX2080 Ti
503,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",19.41365,24.46651,30.35576,13th corei7 - RTX4070
504,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",10.74842,10.68812,104.67511,13th corei5 - RTX3060 Ti
505,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",17.22083,19.52138,12.89001,13th corei7 - GTX1080
506,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",18.47255,20.44442,43.41495,13th corei5 - GTX1650
507,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",17.91204,19.70627,38.48835,1th Xeon Gold - RTX4070
508,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",16.21466,18.83128,29.11144,13th corei7 - RTX3050
509,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",15.9806,18.07551,21.42738,13th corei5 - GTX1080
510,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",17.30133,20.16694,34.94247,13th corei5 - RTX4070
511,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",11.825,15.04186,76.50637,13th corei7 - RTX3060 Ti
512,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",16.26547,19.10104,23.90043,13th corei5 - RTX3050
513,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",17.73796,21.01295,18.6528,1th Xeon Gold - GTX1080
514,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",17.67834,20.83192,29.51925,9th corei7 - RTX2080 Ti
515,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'VRAM(GB)']",17.8368,21.04416,7.41935,13th corei7 - RTX4070
516,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.7711,3.20246,15.39114,13th corei5 - RTX3060 Ti
517,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.751,3.27752,20.00535,13th corei7 - GTX1080
518,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.87408,3.49742,33.64618,13th corei5 - GTX1650
519,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.52657,3.09801,23.93552,1th Xeon Gold - RTX4070
520,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.84558,3.60115,9.78405,13th corei7 - RTX3050
521,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.51679,3.22359,16.01395,13th corei5 - GTX1080
522,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.5246,3.27332,24.37714,13th corei5 - RTX4070
523,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.55381,3.16741,8.65474,13th corei7 - RTX3060 Ti
524,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.82988,3.45985,3.69871,13th corei5 - RTX3050
525,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.73998,3.44871,22.72137,1th Xeon Gold - GTX1080
526,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.66224,3.25215,20.83987,9th corei7 - RTX2080 Ti
527,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_core']",2.59776,3.08304,15.836,13th corei7 - RTX4070
528,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.96833,3.38401,149.31636,13th corei5 - RTX3060 Ti
529,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.72292,3.30203,21.67233,13th corei7 - GTX1080
530,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.90765,3.4337,62.63597,13th corei5 - GTX1650
531,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.51438,3.308,31.05222,1th Xeon Gold - RTX4070
532,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",3.15083,4.22813,7.42847,13th corei7 - RTX3050
533,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.6025,3.31138,24.48338,13th corei5 - GTX1080
534,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.65281,3.48751,47.66737,13th corei5 - RTX4070
535,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.47658,3.03618,10.93985,13th corei7 - RTX3060 Ti
536,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",3.20157,3.70888,5.71507,13th corei5 - RTX3050
537,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.91798,3.36425,23.71537,1th Xeon Gold - GTX1080
538,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",3.0555,3.57814,112.65566,9th corei7 - RTX2080 Ti
539,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.83984,3.49687,5.94256,13th corei7 - RTX4070
540,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",8.60872,8.59533,104.37028,13th corei5 - RTX3060 Ti
541,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",15.34774,17.25944,21.99052,13th corei7 - GTX1080
542,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",17.42394,18.83048,48.23863,13th corei5 - GTX1650
543,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",15.43534,16.96616,39.13374,1th Xeon Gold - RTX4070
544,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",10.30209,12.3811,43.4425,13th corei7 - RTX3050
545,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",14.69481,17.11072,13.3086,13th corei5 - GTX1080
546,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",14.88185,17.22346,33.61569,13th corei5 - RTX4070
547,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",8.96467,11.51495,88.53769,13th corei7 - RTX3060 Ti
548,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",9.15404,9.83052,48.94621,13th corei5 - RTX3050
549,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",15.37774,18.05068,16.95664,1th Xeon Gold - GTX1080
550,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",15.17387,17.45046,39.15388,9th corei7 - RTX2080 Ti
551,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture', 'VRAM(GB)']",14.99994,17.46423,7.51295,13th corei7 - RTX4070
552,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.70565,3.19499,21.67456,13th corei5 - RTX3060 Ti
553,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.78989,3.40981,21.14971,13th corei7 - GTX1080
554,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.85629,3.42974,33.42668,13th corei5 - GTX1650
555,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.50765,3.11678,25.42152,1th Xeon Gold - RTX4070
556,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.79315,3.50591,10.72207,13th corei7 - RTX3050
557,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.48749,3.12037,13.73116,13th corei5 - GTX1080
558,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.472,3.13823,24.98272,13th corei5 - RTX4070
559,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.47818,3.20583,14.59617,13th corei7 - RTX3060 Ti
560,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.78987,3.3209,10.00934,13th corei5 - RTX3050
561,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.71918,3.39973,20.63433,1th Xeon Gold - GTX1080
562,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'gpu_core', 'gpu_boost_clock(GHz)']",2.72404,3.21736,22.32349,9th corei7 - RTX2080 Ti
