,ML,loss,Input Num,Input,MAPE train(%),MAPE val(%),MAPE test(%),Leave One
2722,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.66224,3.25215,20.83987,9th corei7 - RTX2080 Ti
2723,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.63989,3.1087,15.02109,13th corei7 - RTX4070
2724,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81389,3.18944,47.51077,13th corei5 - RTX3060 Ti
2725,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.80253,3.28939,21.22571,13th corei7 - GTX1080
2726,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.85624,3.47476,62.30678,13th corei5 - GTX1650
2727,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.43945,3.0386,26.40032,1th Xeon Gold - RTX4070
2728,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.76768,3.39147,7.23852,13th corei7 - RTX3050
2729,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.54088,3.27438,13.18177,13th corei5 - GTX1080
2730,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48377,3.22446,41.7988,13th corei5 - RTX4070
2731,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.45875,3.06442,9.67308,13th corei7 - RTX3060 Ti
2732,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.79088,3.52846,4.34183,13th corei5 - RTX3050
2733,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.76923,3.3883,13.61645,1th Xeon Gold - GTX1080
2734,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73099,3.19049,18.62508,9th corei7 - RTX2080 Ti
2735,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.49839,3.1956,5.91583,13th corei7 - RTX4070
2736,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.69813,3.20065,31.45227,13th corei5 - RTX3060 Ti
2737,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.77949,3.44141,19.9231,13th corei7 - GTX1080
2738,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.84918,3.40476,33.49035,13th corei5 - GTX1650
2739,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.51749,3.1288,25.51484,1th Xeon Gold - RTX4070
2740,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81302,3.56095,10.76929,13th corei7 - RTX3050
2741,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.5017,3.22346,13.96614,13th corei5 - GTX1080
2742,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48546,3.16952,24.55585,13th corei5 - RTX4070
2743,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48298,3.16136,13.72005,13th corei7 - RTX3060 Ti
2744,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.7617,3.33908,11.51618,13th corei5 - RTX3050
2745,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73956,3.34049,20.04176,1th Xeon Gold - GTX1080
2746,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.72404,3.21736,22.32349,9th corei7 - RTX2080 Ti
2747,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.58098,3.0858,12.86242,13th corei7 - RTX4070
2748,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.69476,3.19459,15.13407,13th corei5 - RTX3060 Ti
2749,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.80559,3.51608,20.67885,13th corei7 - GTX1080
2750,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.86429,3.42132,34.40418,13th corei5 - GTX1650
2751,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.53033,3.18892,24.20803,1th Xeon Gold - RTX4070
2752,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81305,3.55643,11.75006,13th corei7 - RTX3050
2753,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.50041,3.14031,14.58978,13th corei5 - GTX1080
2754,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.50277,3.27336,25.40588,13th corei5 - RTX4070
2755,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.47651,3.08819,7.83054,13th corei7 - RTX3060 Ti
2756,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.806,3.34296,5.1276,13th corei5 - RTX3050
2757,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73586,3.39571,20.49775,1th Xeon Gold - GTX1080
2758,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.69369,3.28354,22.5462,9th corei7 - RTX2080 Ti
2759,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.61438,3.0981,16.19317,13th corei7 - RTX4070
2760,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.69476,3.19459,15.148,13th corei5 - RTX3060 Ti
2761,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.80559,3.51608,20.67885,13th corei7 - GTX1080
2762,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.86429,3.42132,34.36146,13th corei5 - GTX1650
2763,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.53033,3.18892,24.20803,1th Xeon Gold - RTX4070
2764,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81305,3.55643,11.75006,13th corei7 - RTX3050
2765,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.50041,3.14031,14.58978,13th corei5 - GTX1080
2766,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.50277,3.27336,25.40588,13th corei5 - RTX4070
2767,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.47651,3.08819,7.83054,13th corei7 - RTX3060 Ti
2768,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.806,3.34296,5.12907,13th corei5 - RTX3050
2769,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73586,3.39571,20.49775,1th Xeon Gold - GTX1080
2770,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.69369,3.28354,22.5462,9th corei7 - RTX2080 Ti
2771,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.61438,3.0981,16.19317,13th corei7 - RTX4070
2772,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.73644,3.14948,13.53572,13th corei5 - RTX3060 Ti
2773,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.79319,3.41547,20.73943,13th corei7 - GTX1080
2774,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.85819,3.40345,34.52523,13th corei5 - GTX1650
2775,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.52016,3.13212,24.55409,1th Xeon Gold - RTX4070
2776,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.81849,3.5561,11.41587,13th corei7 - RTX3050
2777,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.50169,3.14096,14.05743,13th corei5 - GTX1080
2778,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.51532,3.2126,23.68295,13th corei5 - RTX4070
2779,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.47095,3.01855,8.13106,13th corei7 - RTX3060 Ti
2780,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.83295,3.29362,4.39771,13th corei5 - RTX3050
2781,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.71594,3.40456,20.65879,1th Xeon Gold - GTX1080
2782,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.69369,3.28354,26.91578,9th corei7 - RTX2080 Ti
2783,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.61461,3.02773,15.38281,13th corei7 - RTX4070
2784,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.71106,3.23647,15.23828,13th corei5 - RTX3060 Ti
2785,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.77612,3.3963,20.15312,13th corei7 - GTX1080
2786,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.84582,3.49688,33.54921,13th corei5 - GTX1650
2787,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.50088,3.12875,24.60099,1th Xeon Gold - RTX4070
2788,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.8144,3.60853,9.2976,13th corei7 - RTX3050
2789,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.5188,3.30049,15.83497,13th corei5 - GTX1080
2790,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.49158,3.21142,25.55032,13th corei5 - RTX4070
2791,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.46477,3.03596,7.85961,13th corei7 - RTX3060 Ti
2792,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.81712,3.42173,4.21748,13th corei5 - RTX3050
2793,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.74008,3.37298,22.60129,1th Xeon Gold - GTX1080
2794,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.66224,3.25215,24.8332,9th corei7 - RTX2080 Ti
2795,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.63989,3.1087,15.02109,13th corei7 - RTX4070
2796,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81389,3.18944,47.51077,13th corei5 - RTX3060 Ti
2797,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.80253,3.28939,21.22571,13th corei7 - GTX1080
2798,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.85624,3.47476,62.30678,13th corei5 - GTX1650
2799,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.43945,3.0386,26.40032,1th Xeon Gold - RTX4070
2800,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.76768,3.39147,7.23852,13th corei7 - RTX3050
2801,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.54088,3.27438,13.18177,13th corei5 - GTX1080
2802,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48377,3.22446,41.7988,13th corei5 - RTX4070
2803,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.45875,3.06442,9.67308,13th corei7 - RTX3060 Ti
2804,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.79088,3.52846,4.34183,13th corei5 - RTX3050
2805,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.76923,3.3883,13.61645,1th Xeon Gold - GTX1080
2806,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73099,3.19049,20.72862,9th corei7 - RTX2080 Ti
2807,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.49839,3.1956,5.91583,13th corei7 - RTX4070
2808,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.69813,3.20065,31.45227,13th corei5 - RTX3060 Ti
2809,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.77949,3.44141,19.9231,13th corei7 - GTX1080
2810,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.84918,3.40476,33.49035,13th corei5 - GTX1650
2811,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.51749,3.1288,25.51484,1th Xeon Gold - RTX4070
2812,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81302,3.56095,10.76929,13th corei7 - RTX3050
2813,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.5017,3.22346,13.96614,13th corei5 - GTX1080
2814,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48546,3.16952,24.55585,13th corei5 - RTX4070
2815,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48298,3.16136,13.72005,13th corei7 - RTX3060 Ti
2816,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.7617,3.33908,11.51618,13th corei5 - RTX3050
2817,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73956,3.34049,20.04176,1th Xeon Gold - GTX1080
2818,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.72404,3.21736,27.89372,9th corei7 - RTX2080 Ti
2819,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.58098,3.0858,12.86242,13th corei7 - RTX4070
2820,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.69476,3.19459,15.13407,13th corei5 - RTX3060 Ti
2821,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.80559,3.51608,20.67885,13th corei7 - GTX1080
2822,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.86429,3.42132,34.40418,13th corei5 - GTX1650
2823,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.53033,3.18892,24.20803,1th Xeon Gold - RTX4070
2824,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81305,3.55643,11.75006,13th corei7 - RTX3050
2825,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.50041,3.14031,14.58978,13th corei5 - GTX1080
2826,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.50277,3.27336,25.40588,13th corei5 - RTX4070
2827,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.47651,3.08819,7.83054,13th corei7 - RTX3060 Ti
2828,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.806,3.34296,5.1276,13th corei5 - RTX3050
2829,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73586,3.39571,20.49775,1th Xeon Gold - GTX1080
