,ML,loss,Parameter Num,Const Parameter,Variable Parameter Num,Variable Parameter,Leave One,MAPE train (%),MAPE val (%),MAPE test (%)
1809,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,1.42169,2.53873,20.35066
1810,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,1.53159,2.55834,21.74549
1811,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,1.34646,2.49384,15.00333
1812,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,3.99619,5.96299,21.63492
1813,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,2.66564,4.53144,17.05429
1814,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,4.95331,5.92364,33.38311
1815,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,3.9481,5.52827,25.2419
1816,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,2.96535,4.38854,13.74087
1817,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,3.04546,4.46784,14.14057
1818,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,4.10388,5.78699,28.73847
1819,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,3.89044,5.33087,9.95269
1820,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,3.05466,4.34211,13.7476
1821,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,4.18449,5.59455,16.84564
1822,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,4.46293,5.77352,23.19134
1823,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,4.16175,5.4804,13.8224
1824,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,1.62123,3.05561,57.75921
1825,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,1.9443,3.8138,18.95187
1826,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,1.90984,2.79723,66.18272
1827,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,1.55666,3.07151,25.61162
1828,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,1.6514,3.33424,10.17883
1829,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,1.09564,2.61079,13.3802
1830,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,1.54247,3.09145,45.93083
1831,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,1.07832,2.37619,11.18705
1832,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,1.42397,2.99724,8.95825
1833,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,1.3535,2.94632,15.28177
1834,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,1.22973,2.62458,25.61608
1835,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,1.41777,2.79654,6.26355
1836,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,1.31137,2.60044,14.07765
1837,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,1.34912,2.83956,20.99286
1838,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,1.62652,2.64565,34.5578
1839,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,1.30518,2.39501,24.26663
1840,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,1.43446,2.65515,11.73224
1841,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,1.06379,2.14717,14.17951
1842,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,1.15481,2.33613,27.44563
1843,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,1.38185,2.21151,7.30574
1844,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,1.43855,2.62231,5.10998
1845,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,1.37678,2.39505,21.39206
1846,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,1.53751,2.33036,22.12903
1847,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,1.4053,2.3813,16.45817
1848,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,1.42425,2.65891,14.84592
1849,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,1.52133,2.89353,19.40917
1850,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,1.4918,2.61872,33.54227
1851,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,1.5276,2.48752,24.44006
1852,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,1.54829,2.72179,9.16459
1853,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,1.08332,2.27702,16.15091
1854,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,1.30994,2.48592,26.57276
1855,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,0.97627,1.91423,7.1436
1856,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,1.45677,2.6789,5.17391
1857,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,1.32914,2.32359,21.70262
1858,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,1.33159,2.38739,21.9766
1859,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,1.48627,2.36705,16.00511
1860,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,1.6106,2.89228,45.87445
1861,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,1.76485,3.22364,21.43082
1862,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,1.97512,2.79963,63.09697
1863,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,1.17222,2.2829,26.16823
1864,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,1.82217,3.07198,7.07488
1865,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,1.12163,2.27381,13.0717
1866,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,1.27096,2.70713,42.41674
1867,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,1.10691,2.29821,9.91401
1868,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,1.3483,2.59309,2.91234
1869,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,1.57175,2.7742,10.40154
1870,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,1.18996,2.41549,21.4811
1871,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,1.74539,2.66458,4.78546
1872,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,1.23234,2.71243,27.18868
1873,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,1.38977,3.05083,20.70956
1874,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,1.57105,2.59843,33.24907
1875,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,1.08564,2.35541,25.37728
1876,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,1.32769,2.68897,10.88601
1877,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,1.05588,2.28376,14.51187
1878,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,1.21642,2.45539,27.9258
1879,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,1.10306,2.0692,14.72585
1880,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,1.23471,2.4587,10.91146
1881,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,1.29433,2.61292,19.24471
1882,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,1.53159,2.55834,21.74549
1883,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,1.44421,2.55685,14.70505
1884,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,1.31137,2.60044,14.0783
1885,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,1.34912,2.83956,20.99286
1886,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,1.62652,2.64565,34.53081
1887,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,1.30518,2.39501,24.06314
1888,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,1.43446,2.65515,11.73224
1889,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,1.06379,2.14717,14.17951
1890,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,1.15481,2.33613,27.44563
1891,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,1.38185,2.21151,7.30574
1892,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,1.43855,2.62231,5.10998
1893,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,1.37678,2.39505,21.88788
1894,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,1.53751,2.33036,22.12903
1895,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,1.4053,2.3813,16.45817
1896,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,1.34805,2.5954,15.28248
1897,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,1.41078,2.76422,19.34432
1898,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,1.64556,2.65123,33.66793
1899,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,1.56253,2.49224,23.9176
1900,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,1.50104,2.64166,9.2061
1901,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,1.10075,2.26096,15.8674
1902,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,1.34439,2.59498,26.17651
1903,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,1.26153,2.08358,7.3936
1904,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,1.50654,2.66499,5.16986
1905,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,1.49684,2.43276,22.31034
1906,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,1.33159,2.38739,21.9766
1907,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,1.39802,2.33402,16.11
1908,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,1.6106,2.89228,45.98284
1909,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,1.76485,3.22364,21.43082
1910,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,1.97512,2.79963,63.03492
1911,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,1.17222,2.2829,26.3462
1912,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,1.82217,3.07198,7.07488
1913,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,1.12163,2.27381,13.0717
1914,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,1.27096,2.70713,42.41674
1915,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,1.10691,2.29821,9.91401
1916,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,1.3483,2.59309,2.91234
1917,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,1.57175,2.7742,11.81358
1918,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,1.18996,2.41549,21.4811
1919,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,1.74539,2.66458,4.78546
1920,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,1.23234,2.71243,27.206
1921,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,1.38977,3.05083,20.70956
1922,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,1.57105,2.59843,33.24907
1923,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,1.08564,2.35541,24.97972
1924,lgb,l2(rmse),7,"['Total Frames', 'Directory Size (MB)', 'Params']",4,"['cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,1.32769,2.68897,10.88601
