,ML,loss,Input Num,Input,Leave One,MAPE train (%),MAPE val (%),MAPE test (%)
725,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1080,14.69481,17.11072,13.3086
726,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX4070,14.88185,17.22346,33.61569
727,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,8.96467,11.51495,88.53769
728,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3050,9.15404,9.83052,48.94621
729,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - GTX1080,15.37774,18.05068,16.95664
730,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,15.17387,17.45046,46.10854
731,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX4070,14.99994,17.46423,7.51295
732,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.70565,3.19499,21.67456
733,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.78989,3.40981,21.14971
734,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.85629,3.42974,33.42668
735,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.50765,3.11678,25.42152
736,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.79315,3.50591,10.72207
737,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.48749,3.12037,13.73116
738,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.472,3.13823,24.98272
739,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.47818,3.20583,14.59617
740,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.78987,3.3209,10.00934
741,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.71918,3.39973,20.63433
742,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,27.89372
743,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.58307,3.0668,13.30556
744,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,4.8055,5.47116,20.43353
745,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,3.72428,4.39824,16.96581
746,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,4.96864,5.66505,33.24402
747,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,4.64063,5.28786,24.83412
748,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,3.68252,4.4597,13.99318
749,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,3.80262,4.67853,14.38822
750,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,4.57952,5.43017,26.58757
751,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,4.57982,5.21823,9.47384
752,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,4.07978,4.64881,14.21859
753,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,4.95257,5.5579,13.65616
754,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,4.90736,5.42819,27.84573
755,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,4.6794,5.14295,16.15086
756,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.77335,3.34815,57.05329
757,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.82173,3.39531,19.28703
758,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.89819,3.47062,66.09565
759,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.51626,3.11537,25.07928
760,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.78335,3.38059,10.57394
761,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.4905,3.15507,13.4495
762,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47576,3.19257,46.46461
763,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.46769,3.02116,10.65067
764,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.77118,3.38287,8.81292
765,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.70911,3.33427,14.23785
766,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.74899,3.25903,27.95582
767,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.57897,3.20646,6.33775
768,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX3060 Ti,9.212,8.89062,103.49955
769,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - GTX1080,15.11544,16.68863,21.66364
770,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - GTX1650,16.60437,17.82677,48.64839
771,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",1th Xeon Gold - RTX4070,16.04006,17.23826,27.25435
772,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX3050,10.02347,12.19372,44.07384
773,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - GTX1080,15.60512,17.85986,26.55957
774,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX4070,16.01916,18.08783,39.52885
775,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX3060 Ti,9.55628,11.91476,88.49104
776,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX3050,9.51984,10.20052,49.58892
777,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",1th Xeon Gold - GTX1080,15.18734,17.6017,23.9764
778,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",9th corei7 - RTX2080 Ti,15.14992,17.40567,112.28848
779,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX4070,14.99633,17.77124,11.0049
780,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX3060 Ti,4.93691,5.51684,17.43329
781,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - GTX1080,3.74108,4.39369,16.98743
782,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - GTX1650,4.98143,5.55626,33.25832
783,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",1th Xeon Gold - RTX4070,4.59804,5.20045,24.06695
784,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX3050,3.7307,4.53053,14.06487
785,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - GTX1080,3.8213,4.72163,14.33816
786,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX4070,4.64633,5.41823,26.29943
787,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX3060 Ti,4.65643,5.36183,9.57513
788,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX3050,4.16327,4.79845,14.17382
789,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",1th Xeon Gold - GTX1080,5.02938,5.61852,15.50326
790,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",9th corei7 - RTX2080 Ti,4.90736,5.42819,22.46586
791,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX4070,4.65475,5.10216,16.72501
792,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.76355,3.4159,207.55052
793,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,15.49722,19.82855,20.78082
794,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.88007,3.43304,66.09644
795,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,20.28233,23.80738,23.63192
796,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,19.7719,23.78208,13.69187
797,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,21.43975,25.6286,16.16031
798,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,21.13309,25.55403,64.45166
799,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,19.49261,23.95228,79.17905
800,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,20.17375,24.78823,7.2869
801,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,22.33881,26.7001,15.66658
802,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,20.61147,25.17164,45.52041
803,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,17.9399,23.01847,26.23255
804,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,10.75496,10.66438,104.62182
805,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - GTX1080,17.09502,19.34805,12.83693
806,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - GTX1650,18.65358,20.6338,43.28628
807,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,17.72981,19.67773,39.98104
808,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX3050,15.94709,18.60816,29.19799
809,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - GTX1080,15.73356,17.92746,21.24754
810,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX4070,17.40559,20.21635,37.37362
811,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,12.12547,15.29988,76.32014
812,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX3050,16.05095,19.00125,23.838
813,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,17.80261,21.09127,18.96958
814,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,17.67834,20.83192,29.51925
815,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX4070,17.51449,20.48648,8.48002
816,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3060 Ti,2.87638,3.33882,14.56784
817,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei7 - GTX1080,2.7654,3.30533,20.23478
818,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1650,2.89391,3.58017,33.68698
819,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - RTX4070,2.4953,3.11066,24.32392
820,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3050,2.86094,3.66695,10.03986
821,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1080,2.54751,3.271,16.14282
822,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX4070,2.53341,3.28391,27.00233
823,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3060 Ti,2.57874,3.12411,8.40049
824,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3050,2.90842,3.52068,4.45196
825,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - GTX1080,2.75688,3.46848,22.20866
826,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",9th corei7 - RTX2080 Ti,2.66224,3.25215,20.83987
827,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX4070,2.65057,3.14865,16.64074
828,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.92636,3.34764,146.68882
829,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.70933,3.31373,22.6302
830,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.87932,3.43732,62.71516
831,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.44821,3.19979,28.94059
832,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,3.23407,4.26046,8.27445
833,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.79562,3.58728,23.15645
834,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.90811,3.70569,47.24615
835,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.53089,3.14054,12.90707
836,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,3.38859,3.96573,6.91468
837,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.86737,3.33227,23.41601
838,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,3.0555,3.57814,112.65566
839,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.66319,3.24313,5.93088
840,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,8.72653,8.79101,104.20923
841,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - GTX1080,15.25833,16.92428,22.22862
842,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1650,17.51685,18.83436,48.31114
843,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - RTX4070,15.41644,16.91373,38.82234
844,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3050,10.33275,12.35376,43.31424
845,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1080,15.21992,17.4957,13.76165
846,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX4070,14.82621,17.15925,38.10263
847,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,9.1775,11.81826,88.41372
848,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3050,8.91082,9.63537,49.35649
849,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - GTX1080,15.39034,18.02685,19.01513
850,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,15.17387,17.45046,39.15388
851,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX4070,15.1291,17.6071,8.24184
852,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.71848,3.17848,22.09622
853,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.78075,3.32915,20.56601
854,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.88112,3.46821,33.29364
855,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.53226,3.09355,25.46662
856,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.78383,3.51564,10.84312
857,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.5473,3.19428,15.47327
858,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.48745,3.13795,27.99236
859,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.48017,3.2389,14.39536
860,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.79492,3.37429,11.95573
861,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.77832,3.35611,21.56054
862,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,22.32349
863,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.60453,3.09102,12.96158
864,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,4.84972,5.56951,20.17781
865,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,3.72571,4.37716,16.94739
866,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,5.04206,5.64964,33.27489
867,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,4.6616,5.36501,25.00796
868,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,3.73324,4.47863,14.01395
869,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,3.81243,4.71867,14.30705
870,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,4.58017,5.39119,27.4533
871,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,4.57407,5.24466,9.34773
872,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,4.01757,4.58652,14.27628
873,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,4.94681,5.52124,12.99808
874,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,4.90736,5.42819,22.46586
