,Directory Name,Total Frames,Width,Height,Pixels,Directory Size (MB),Server Info,Model Name,Params,Categories,Inference Time (s),transfer_all,transfer_continuous,transfer_roundtrip,matrix_conv,matrix_convloop,matrix_dot,matrix_dotloop,matrix_add,matrix_addloop
502,frame1500_3,1500,360,640,230400,537.905837059021,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,247.19085240364075,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
300,frame1000_5,1000,720,1280,921600,1131.3090629577637,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,21.66077446937561,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
486,frame0500_1,500,720,1280,921600,599.6991939544678,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,82.0479302406311,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
542,frame2500_7,2500,540,960,518400,2782.7661180496216,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,407.9195539951325,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
483,frame4500_2,4500,360,640,230400,1522.766714096069,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,98.08251476287842,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
408,frame1500_6,1500,360,640,230400,456.89137268066406,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,31.986454486846924,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
338,frame2500_15,2500,540,960,518400,319.0746965408325,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,54.83508515357971,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
463,frame3000_9,3000,720,1280,921600,2228.889018058777,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,65.75183153152466,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
751,frame3000_6,3000,360,640,230400,941.1938095092772,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,113.3199155330658,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
813,frame2000_7,2000,360,640,230400,521.232232093811,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,546.6558439731598,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
647,frame3000_13,3000,540,960,518400,4433.069942474365,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,131.23661732673645,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
583,frame0500_1,500,720,1280,921600,599.6991939544678,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,21.18088936805725,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
702,frame1500_9,1500,360,640,230400,617.8049640655518,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,55.42449975013733,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
851,frame3000_9,3000,720,1280,921600,2228.889018058777,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,819.9580931663513,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
768,frame4000_2,4000,360,640,230400,1417.003812789917,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,148.40421319007874,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
624,frame2500_10,2500,360,640,230400,649.2635126113892,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.06427884101868,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
687,frame1000_4,1000,338,640,216320,218.37547492980957,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,37.57003855705261,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
714,frame2000_5,2000,360,640,230400,520.5027675628662,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,75.00006055831909,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
661,frame3500_2,3500,720,1280,921600,5789.719665527344,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,152.0434811115265,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
599,frame1500_3,1500,360,640,230400,537.905837059021,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,64.95481038093567,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
845,frame3000_3,3000,360,640,230400,1039.3170471191406,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,819.5899562835693,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
814,frame2000_8,2000,360,640,230400,532.4802484512329,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,547.1462399959564,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
620,frame2000_8,2000,360,640,230400,532.4802484512329,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,87.09567904472351,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
715,frame2000_6,2000,720,1280,921600,4030.43500995636,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,75.71412777900696,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
635,frame2500_3,2500,360,640,230400,850.7514562606812,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.1295359134674,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
840,frame3000_12,3000,720,1280,921600,10298.69733428955,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,819.7025947570801,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
710,frame2000_15,2000,360,640,230400,697.5388469696045,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,74.20143795013428,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
610,frame2000_12,2000,720,1280,921600,1324.1342267990112,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.81534767150879,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
765,frame3500_9,3500,720,1280,921600,5539.414231300354,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,132.56465673446655,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
745,frame3000_14,3000,360,640,230400,1156.8303203582764,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,111.43803215026855,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
733,frame2500_4,2500,720,1280,921600,3399.737826347351,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,106.346125125885,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
826,frame2500_18,2500,360,640,230400,589.4090147018433,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,682.8357994556427,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
784,frame1000_4,1000,338,640,216320,218.37547492980957,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,261.61759090423584,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
613,frame2000_15,2000,360,640,230400,697.5388469696045,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.95190787315369,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
614,frame2000_2,2000,360,640,230400,689.4442510604858,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.96382236480713,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
709,frame2000_14,2000,360,640,230400,752.9554786682129,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,75.23051500320435,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
767,frame4000_1,4000,360,640,230400,1780.361890792847,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,149.9410297870636,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
860,frame3500_7,3500,540,960,518400,3085.3826293945312,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,954.1307401657104,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
853,frame3500_1,3500,720,1280,921600,4805.743712425232,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,956.2125358581544,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
729,frame2500_18,2500,360,640,230400,589.4090147018433,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,92.97340416908264,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
858,frame3500_5,3500,720,1280,921600,4769.266528129578,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,956.7423570156096,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
759,frame3500_3,3500,720,1280,921600,5747.368581771851,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,133.70811915397644,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
681,frame0500_2,500,360,640,230400,118.56429481506348,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,18.74101185798645,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
779,frame0500_3,500,2160,3840,8294400,2999.1242027282715,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,141.59603476524353,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
825,frame2500_17,2500,360,640,230400,897.2026824951172,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,683.3118929862976,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
697,frame1500_4,1500,360,640,230400,514.2756662368774,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,55.75072002410889,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
847,frame3000_5,3000,540,960,518400,2610.4615926742554,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,819.5452737808228,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
654,frame3000_6,3000,360,640,230400,941.1938095092772,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,130.51048159599304,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
607,frame2000_1,2000,360,640,230400,841.1509265899658,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.92248368263245,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
747,frame3000_2,3000,360,640,230400,1054.5900554656982,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,113.15782713890076,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
869,frame4500_0,4500,540,960,518400,2751.66600894928,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,1228.6722991466522,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
756,frame3500_1,3500,720,1280,921600,4805.743712425232,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,134.56443166732788,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
871,frame4500_2,4500,360,640,230400,1522.766714096069,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,1232.542458295822,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
621,frame2000_9,2000,720,1280,921600,3432.654037475586,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.584463596344,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
775,frame4500_3,4500,360,640,230400,1688.6479215621948,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,170.0887942314148,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
670,frame4000_1,4000,360,640,230400,1780.361890792847,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,174.48050546646118,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
652,frame3000_4,3000,720,1280,921600,4531.257173538208,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,129.96237111091614,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
669,frame4000_0,4000,720,1280,921600,5543.311743736267,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,174.00377440452576,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
824,frame2500_16,2500,720,1280,921600,3324.8714685440063,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,684.9597346782684,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
859,frame3500_6,3500,360,640,230400,1480.9324951171875,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,956.3531692028046,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
793,frame1500_3,1500,360,640,230400,537.905837059021,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,412.00171637535095,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
591,frame1000_5,1000,720,1280,921600,1131.3090629577637,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,43.239601135253906,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
777,frame0500_1,500,720,1280,921600,599.6991939544678,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,137.33841800689697,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
833,frame2500_7,2500,540,960,518400,2782.7661180496216,13th corei5 - GTX1650,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,683.9712510108948,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
774,frame4500_2,4500,360,640,230400,1522.766714096069,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,170.68521237373352,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
699,frame1500_6,1500,360,640,230400,456.89137268066406,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,56.27111887931824,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
629,frame2500_15,2500,540,960,518400,319.0746965408325,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.98024129867554,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
754,frame3000_9,3000,720,1280,921600,2228.889018058777,13th corei5 - GTX1650,pytorch/ssd300_vgg16,35641826,81,114.033447265625,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
1042,frame3000_6,3000,360,640,230400,941.1938095092772,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,69.38907313346863,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1104,frame2000_7,2000,360,640,230400,521.232232093811,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,105.01258373260498,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
938,frame3000_13,3000,540,960,518400,4433.069942474365,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,38.17731761932373,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
874,frame0500_1,500,720,1280,921600,599.6991939544678,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,6.429409027099609,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
993,frame1500_9,1500,360,640,230400,617.8049640655518,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,28.325538158416748,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1142,frame3000_9,3000,720,1280,921600,2228.889018058777,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,161.64246273040771,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1059,frame4000_2,4000,360,640,230400,1417.003812789917,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,89.47202467918396,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
915,frame2500_10,2500,360,640,230400,649.2635126113892,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,35.6845178604126,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
978,frame1000_4,1000,338,640,216320,218.37547492980957,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,21.610299825668335,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1005,frame2000_5,2000,360,640,230400,520.5027675628662,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,43.21821069717407,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
952,frame3500_2,3500,720,1280,921600,5789.719665527344,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,40.54023742675781,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
890,frame1500_3,1500,360,640,230400,537.905837059021,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,17.7391517162323,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1136,frame3000_3,3000,360,640,230400,1039.3170471191406,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,157.80660128593445,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1105,frame2000_8,2000,360,640,230400,532.4802484512329,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,105.41064405441284,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
911,frame2000_8,2000,360,640,230400,532.4802484512329,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,29.264935731887817,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1006,frame2000_6,2000,720,1280,921600,4030.43500995636,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,38.88409209251404,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
926,frame2500_3,2500,360,640,230400,850.7514562606812,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,38.47195553779602,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1131,frame3000_12,3000,720,1280,921600,10298.69733428955,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,162.01450657844543,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1001,frame2000_15,2000,360,640,230400,697.5388469696045,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,42.66129755973816,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
901,frame2000_12,2000,720,1280,921600,1324.1342267990112,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,25.329315662384033,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1056,frame3500_9,3500,720,1280,921600,5539.414231300354,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,68.16337704658508,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1036,frame3000_14,3000,360,640,230400,1156.8303203582764,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,65.24068117141724,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1024,frame2500_4,2500,720,1280,921600,3399.737826347351,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,72.41774582862854,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1117,frame2500_18,2500,360,640,230400,589.4090147018433,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,131.69619011878967,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1075,frame1000_4,1000,338,640,216320,218.37547492980957,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,50.045623540878296,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
904,frame2000_15,2000,360,640,230400,697.5388469696045,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,28.539165258407593,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
905,frame2000_2,2000,360,640,230400,689.4442510604858,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,26.99176812171936,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1000,frame2000_14,2000,360,640,230400,752.9554786682129,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,39.63418626785278,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1058,frame4000_1,4000,360,640,230400,1780.361890792847,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,91.36033749580383,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1151,frame3500_7,3500,540,960,518400,3085.3826293945312,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,186.11087155342105,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1144,frame3500_1,3500,720,1280,921600,4805.743712425232,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,188.69794750213623,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1020,frame2500_18,2500,360,640,230400,589.4090147018433,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,51.52547097206116,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1149,frame3500_5,3500,720,1280,921600,4769.266528129578,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,188.58870816230777,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1050,frame3500_3,3500,720,1280,921600,5747.368581771851,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,70.98209834098816,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
972,frame0500_2,500,360,640,230400,118.56429481506348,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,10.01883316040039,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1070,frame0500_3,500,2160,3840,8294400,2999.1242027282715,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,32.32495617866516,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1116,frame2500_17,2500,360,640,230400,897.2026824951172,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,131.58267903327942,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
988,frame1500_4,1500,360,640,230400,514.2756662368774,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,33.71406936645508,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1138,frame3000_5,3000,540,960,518400,2610.4615926742554,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,159.95300579071045,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
945,frame3000_6,3000,360,640,230400,941.1938095092772,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,44.81520652770996,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
898,frame2000_1,2000,360,640,230400,841.1509265899658,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,27.110666275024418,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1038,frame3000_2,3000,360,640,230400,1054.5900554656982,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,67.12847828865051,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1160,frame4500_0,4500,540,960,518400,2751.66600894928,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,239.84044122695923,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1047,frame3500_1,3500,720,1280,921600,4805.743712425232,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,70.87420988082886,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1162,frame4500_2,4500,360,640,230400,1522.766714096069,1th Xeon Gold - RTX4070,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,237.43906021118164,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
912,frame2000_9,2000,720,1280,921600,3432.654037475586,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,23.164541482925415,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
1066,frame4500_3,4500,360,640,230400,1688.6479215621948,1th Xeon Gold - RTX4070,pytorch/ssd300_vgg16,35641826,81,97.10559797286987,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
961,frame4000_1,4000,360,640,230400,1780.361890792847,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,60.09817123413086,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
943,frame3000_4,3000,720,1280,921600,4531.257173538208,1th Xeon Gold - RTX4070,Ultralytics/yolov8l,43700000,81,35.740657806396484,0.39629,0.17592,0.24017,0.40328,0.84915,4.49111,0.49006,0.00522,0.51435
